id,COC
1,1.0
2,1.0
3,1.0
4,1.0
5,45.0
6,62.0
7,1.0
8,691.0
9,1.0
10,1.0
11,21.0
12,5.0
13,1.0
14,144.0
15,65.0
16,276.0
17,18.0
18,6.0
19,82.0
20,1.0
21,2.0
22,1.0
23,1.0
24,1.0
25,1.0
26,1.0
27,1.0
28,1.0
29,101.0
30,1.0
31,101.0
32,2.0
33,101.0
34,1.0
35,1.0
36,8.0
37,1.0
38,2.0
39,17.0
40,1.0
41,6.0
42,1.0
43,6.0
44,1.0
45,1.0
46,7.0
47,1.0
48,1.0
49,1.0
50,1.0
51,47.0
52,2.0
53,253.0
54,60.0
55,173.0
56,1.0
57,1.0
58,1.0
59,59.0
60,1.0
61,4.0
62,354.0
63,1.0
64,1.0
65,1.0
66,3.0
67,4.0
68,2.0
69,266.0
70,2.0
71,5.0
72,1.0
73,1.0
74,6.0
75,10.0
76,44.0
77,1.0
78,1.0
79,128.0
80,72.0
81,5.0
82,4.0
83,8.0
84,1.0
85,8.0
86,1.0
87,1.0
88,1.0
89,1.0
90,11.0
91,5.0
92,1.0
93,1.0
94,1.0
95,198.0
96,1.0
97,1.0
98,1.0
99,1.0
100,1.0
101,38.0
102,15.0
103,491.0
104,1.0
105,1.0
106,1.0
107,1.0
108,51.0
109,11.0
110,1.0
111,39.0
112,1.0
113,1.0
114,1.0
115,103.0
116,1.0
117,1.0
118,1.0
119,1.0
120,1.0
121,1.0
122,1.0
123,116.0
124,8.0
125,102.0
126,1.0
127,1.0
128,3.0
129,1.0
130,1.0
131,6.0
132,38.0
133,1.0
134,53.0
135,23.0
136,1.0
137,3.0
138,12.0
139,43.0
140,1.0
141,1.0
142,1.0
143,1.0
144,1.0
145,1.0
146,1.0
147,2.0
148,19.0
149,1.0
150,1.0
151,1.0
152,710.0
153,2.0
154,1.0
155,1.0
156,1.0
157,1.0
158,1.0
159,38.0
160,1.0
161,1.0
162,6.0
163,1.0
164,4.0
165,1.0
166,1.0
167,1.0
168,1.0
169,1.0
170,1.0
171,1.0
172,1.0
173,1.0
174,192.0
175,1.0
176,20.0
177,1.0
178,50.0
179,2.0
180,1.0
181,1.0
182,211.0
183,1.0
184,20.0
185,1.0
186,10.0
187,7.0
188,1.0
189,6.0
190,1.0
191,1.0
192,1.0
193,1.0
194,1.0
195,1.0
196,1.0
197,1.0
198,3.0
199,1.0
200,73.0
201,29.0
202,6.0
203,10.0
