id,COC
1,1.0
2,1.0
3,36.0
4,1.0
5,3.0
6,1.0
7,11.0
8,45.0
9,2.0
10,13.0
11,12.0
12,12.0
13,1.0
14,1.0
15,1.0
16,1.0
17,1.0
18,1.0
19,1.0
20,8.0
21,1.0
22,12.0
23,25.0
24,2.0
25,8.0
26,35.0
27,1.0
28,1.0
29,3.0
30,13.0
31,38.0
32,70.0
33,1.0
34,5.0
35,16.0
36,1.0
37,12.0
38,6.0
39,7.0
40,61.0
41,1.0
42,16.0
43,1.0
44,1.0
45,17.0
46,1.0
47,116.0
48,15.0
49,33.0
50,1.0
51,114.0
52,6.0
53,1.0
54,19.0
55,25.0
56,19.0
57,1.0
58,2.0
59,15.0
60,2.0
61,12.0
62,5.0
63,15.0
64,13.0
65,8.0
66,65.0
67,1.0
68,1.0
69,34.0
70,4.0
71,34.0
72,2.0
73,8.0
74,5.0
75,6.0
76,12.0
77,6.0
78,1.0
79,1.0
80,3.0
81,3.0
82,6.0
83,1.0
84,13.0
85,15.0
86,19.0
87,22.0
88,16.0
89,15.0
90,1.0
91,4.0
92,1.0
93,8.0
94,7.0
95,31.0
96,27.0
97,1.0
98,1.0
99,202.0
100,3.0
101,1.0
102,15.0
103,2.0
104,1.0
105,8.0
106,5.0
107,10.0
108,4.0
109,1.0
110,4.0
111,20.0
112,5.0
113,1.0
114,15.0
115,5.0
116,1.0
117,5.0
118,11.0
119,1.0
120,4.0
121,6.0
122,2.0
123,1.0
124,6.0
125,1.0
126,1.0
127,22.0
128,3.0
129,13.0
130,5.0
131,6.0
132,12.0
133,6.0
134,11.0
135,1.0
136,26.0
137,2.0
138,8.0
139,9.0
140,1.0
141,1.0
142,1.0
143,2.0
144,37.0
145,1.0
146,1.0
147,2.0
148,1.0
149,1.0
150,3.0
151,1.0
152,18.0
153,1.0
154,1.0
155,1.0
156,2.0
157,1.0
158,1.0
159,1.0
160,4.0
161,1.0
162,18.0
163,1.0
164,5.0
165,1.0
166,6.0
167,1.0
168,5.0
169,1.0
170,11.0
171,65.0
172,2.0
173,13.0
174,1.0
175,1.0
176,15.0
177,22.0
178,1.0
179,2.0
180,1.0
181,56.0
182,10.0
183,30.0
184,7.0
185,1.0
186,1.0
187,1.0
188,1.0
189,1.0
190,1.0
191,1.0
192,1.0
193,1.0
194,49.0
195,8.0
196,24.0
197,1.0
198,5.0
199,21.0
200,1.0
201,28.0
202,6.0
203,61.0
