id,COC
1,1.0
2,1.0
3,1.0
4,1.0
5,1.0
6,181.0
7,1.0
8,2.0
9,1.0
10,34.0
11,2.0
12,19.0
13,1.0
14,1.0
15,20.0
16,1.0
17,1.0
18,66.0
19,1.0
20,13.0
21,1.0
22,6.0
23,47.0
24,7.0
25,7.0
26,1.0
27,2.0
28,1.0
29,1.0
30,1.0
31,2.0
32,107.0
33,4.0
34,1.0
35,37.0
36,2.0
37,1.0
38,47.0
39,45.0
40,1.0
41,73.0
42,7.0
43,1.0
44,1.0
45,1.0
46,10.0
47,1.0
48,1.0
49,7.0
50,1.0
51,1.0
52,16.0
53,66.0
54,21.0
55,21.0
56,1.0
57,1.0
58,1.0
59,22.0
60,1.0
61,15.0
62,10.0
63,2.0
64,1.0
65,5.0
66,1.0
67,314.0
68,8.0
69,1.0
70,5.0
71,33.0
72,7.0
73,2.0
74,1.0
75,100.0
76,2.0
77,8.0
78,2.0
79,1.0
80,2.0
81,114.0
82,43.0
83,1.0
84,2.0
85,1.0
86,2.0
87,1.0
88,77.0
89,1.0
90,3.0
91,1.0
92,1.0
93,29.0
94,1.0
95,2.0
96,7.0
97,1.0
98,5.0
99,2.0
100,80.0
101,1.0
102,26.0
103,1.0
104,129.0
105,2.0
106,1.0
107,1.0
108,8.0
109,2.0
110,2.0
111,131.0
112,18.0
113,1.0
114,1.0
115,5.0
116,3.0
117,1.0
118,1.0
119,1.0
120,273.0
121,1.0
122,1.0
123,121.0
124,1.0
125,52.0
126,1.0
127,1.0
128,1.0
129,1.0
130,1.0
131,61.0
132,1.0
133,7.0
134,1.0
135,2.0
136,55.0
137,2.0
138,1.0
139,23.0
140,1.0
141,1.0
142,1.0
143,9.0
144,2.0
145,20.0
146,28.0
147,17.0
148,1.0
149,2.0
150,1.0
151,1.0
152,39.0
153,1.0
154,1.0
155,1.0
156,169.0
157,1.0
158,1.0
159,1.0
160,2.0
161,1.0
162,1.0
163,2.0
164,1.0
165,1.0
166,7.0
167,45.0
168,1.0
169,5.0
170,1.0
171,2.0
172,43.0
173,118.0
174,1.0
175,1.0
176,5.0
177,2.0
178,25.0
179,1.0
180,10.0
181,1.0
182,12.0
183,204.0
184,51.0
185,1.0
186,1.0
187,5.0
188,2.0
189,11.0
190,1.0
191,1.0
192,2.0
193,185.0
194,1.0
195,1.0
196,24.0
197,22.0
198,12.0
199,51.0
200,1.0
201,26.0
202,1.0
203,1.0
