id,COC
1,1.0
2,1.0
3,2.0
4,1.0
5,1.0
6,1.0
7,1.0
8,6.0
9,2.0
10,1.0
11,5.0
12,4.0
13,1.0
14,1.0
15,10.0
16,17.0
17,1.0
18,1.0
19,16.0
20,73.0
21,1.0
22,18.0
23,11.0
24,20.0
25,1.0
26,1.0
27,1.0
28,1.0
29,14.0
30,1.0
31,1.0
32,5.0
33,2.0
34,1.0
35,1.0
36,1.0
37,1.0
38,1.0
39,4.0
40,1.0
41,41.0
42,1.0
43,1.0
44,4.0
45,1.0
46,75.0
47,3.0
48,1.0
49,13.0
50,1.0
51,1.0
52,1.0
53,2.0
54,2.0
55,1.0
56,5.0
57,1.0
58,5.0
59,26.0
60,3.0
61,14.0
62,1.0
63,3.0
64,23.0
65,1.0
66,4.0
67,1.0
68,8.0
69,1.0
70,1.0
71,1.0
72,3.0
73,1.0
74,18.0
75,12.0
76,20.0
77,47.0
78,1.0
79,1.0
80,1.0
81,8.0
82,1.0
83,21.0
84,3.0
85,8.0
86,5.0
87,1.0
88,10.0
89,1.0
90,58.0
91,9.0
92,4.0
93,7.0
94,4.0
95,1.0
96,1.0
97,1.0
98,1.0
99,1.0
100,1.0
101,28.0
102,1.0
103,8.0
104,8.0
105,7.0
106,8.0
107,1.0
108,8.0
109,1.0
110,8.0
111,1.0
112,1.0
113,1.0
114,1.0
115,1.0
116,8.0
117,1.0
118,11.0
119,1.0
120,4.0
121,2.0
122,1.0
123,13.0
124,15.0
125,2.0
126,7.0
127,73.0
128,4.0
129,1.0
130,77.0
131,6.0
132,1.0
133,7.0
134,21.0
135,6.0
136,1.0
137,5.0
138,15.0
139,1.0
140,1.0
141,13.0
142,12.0
143,4.0
144,15.0
145,2.0
146,1.0
147,1.0
