id,COC
1,1.0
2,1.0
3,1.0
4,1.0
5,4.0
6,1.0
7,5.0
8,180.0
9,2.0
10,1.0
11,1.0
12,1.0
13,1.0
14,22.0
15,1.0
16,4.0
17,1.0
18,21.0
19,16.0
20,1.0
21,2.0
22,1.0
23,1.0
24,1.0
25,1.0
26,106.0
27,1.0
28,1.0
29,1.0
30,9.0
31,1.0
32,1.0
33,1.0
34,5.0
35,25.0
36,1.0
37,3.0
38,1.0
39,1.0
40,1.0
41,74.0
42,1.0
43,134.0
44,1.0
45,19.0
46,2.0
47,1.0
48,1.0
49,1.0
50,3.0
51,39.0
52,1.0
53,1.0
54,1.0
55,1.0
56,1.0
57,1.0
58,1.0
59,1.0
60,5.0
61,1.0
62,6.0
63,1.0
64,176.0
65,33.0
66,1.0
67,1.0
68,1.0
69,1.0
70,1.0
71,54.0
72,49.0
73,2.0
74,1.0
75,21.0
76,40.0
77,34.0
78,9.0
79,1.0
80,1.0
81,1.0
82,1.0
83,1.0
84,1.0
85,1.0
86,1.0
87,1.0
88,51.0
89,1.0
90,1.0
91,1.0
92,1.0
93,1.0
94,34.0
95,55.0
96,1.0
97,1.0
98,7.0
99,1.0
100,1.0
101,2.0
102,17.0
103,2.0
104,1.0
105,80.0
106,1.0
107,1.0
108,1.0
109,1.0
110,1.0
111,1.0
112,1.0
113,1.0
114,7.0
115,82.0
116,1.0
117,1.0
118,1.0
119,7.0
120,3.0
121,1.0
122,1.0
123,1.0
124,29.0
125,1.0
126,1.0
127,1.0
128,16.0
129,6.0
130,1.0
131,64.0
132,2.0
133,1.0
134,1.0
135,8.0
136,130.0
137,1.0
138,1.0
139,33.0
140,1.0
141,1.0
142,342.0
143,1.0
144,11.0
145,2.0
146,2.0
147,5.0
148,1.0
149,1.0
150,4.0
151,1.0
152,1.0
153,1.0
154,6.0
155,1.0
156,1.0
157,1.0
158,1.0
159,1.0
160,1.0
161,1.0
162,8.0
163,1.0
164,1.0
165,1.0
166,22.0
167,1.0
168,115.0
169,25.0
170,28.0
171,82.0
172,1.0
173,1.0
174,1.0
175,1.0
176,1.0
177,33.0
178,28.0
179,1.0
180,1.0
181,1.0
182,1.0
183,1.0
184,32.0
185,1.0
186,1.0
187,1.0
188,474.0
189,2.0
190,23.0
191,4.0
192,229.0
193,1.0
194,11.0
195,1.0
196,56.0
197,3.0
198,1.0
199,1.0
200,47.0
201,64.0
202,90.0
203,1.0
